Year,State,type,production,Avg,Measures,Materials,Chemical,Value
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SULFUR = 77501),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ZIRAM = 34805),FUNGICIDE,2.94
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,"(2,4-D",HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,"(2,4-D",HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(BUTOXYETHYL TRICLOPY = 116004),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(CLETHODIM = 121011),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(DICHLOBENIL = 27401),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(DIURON = 35505),HERBICIDE,1.267
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(FLUMIOXAZIN = 129034),HERBICIDE,0.332
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(HEXAZINONE = 107201),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ISOXABEN = 125851),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(MESOTRIONE = 122990),HERBICIDE,0.203
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(NORFLURAZON = 105801),HERBICIDE,2.806
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ORYZALIN = 104201),HERBICIDE,3.913
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PARAQUAT = 61601),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(S-METOLACHLOR = 108800),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SETHOXYDIM = 121001),HERBICIDE,0.227
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SIMAZINE = 80807),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SULFENTRAZONE = 129081),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(TEBUTHIURON = 105501),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(TERBACIL = 12701),HERBICIDE,0.682
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ACETAMIPRID = 99050),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(BIFENTHRIN = 128825),INSECTICIDE,0.091
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(BT KURSTAKI EG7841 = 6453),INSECTICIDE,(NA)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(CARBARYL = 56801),INSECTICIDE,2.021
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(DIAZINON = 57801),INSECTICIDE,0.497
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ESFENVALERATE = 109303),INSECTICIDE,0.036
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(FENPROPATHRIN = 127901),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(IMIDACLOPRID = 129099),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(INDOXACARB = 67710),INSECTICIDE,0.113
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(MALATHION = 57701),INSECTICIDE,2.062
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(METHOMYL = 90301),INSECTICIDE,0.839
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(NURANONE = 116501),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PHOSMET = 59201),INSECTICIDE,0.909
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PYRETHRINS = 69001),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(PYRIPROXYFEN = 129032),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SPINETORAM = 110008),INSECTICIDE,0.043
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(SPINETORAM-L = 110009),INSECTICIDE,0.043
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(THIACLOPRID = 14019),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,0.032
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(2-PHENYLETHYL PROPIONATE = 102601),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(EUGENOL = 102701),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(GERANIOL = 597501),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION,(GIBBERELLIC ACID = 43801),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION, ,(NITROGEN) FERTILIZER,26
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION, ,(PHOSPHATE) FERTILIZER,25
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION, ,(POTASH) FERTILIZER,26
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / APPLICATION, ,(SULFUR) FERTILIZER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(AZOXYSTROBIN = 128810),FUNGICIDE,0.329
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BASIC COPPER SULFATE = 8101),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BOSCALID = 128008),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CAPTAN = 81301),FUNGICIDE,4.316
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CHLOROTHALONIL = 81901),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FENBUCONAZOLE = 129011),FUNGICIDE,0.145
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FENHEXAMID = 90209),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FOSETYL-AL = 123301),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(METCONAZOLE = 125619),FUNGICIDE,0.137
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,2.692
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(OXYCARBOXIN = 90202),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PYRACLOSTROBIN = 99100),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SULFUR = 77501),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ZIRAM = 34805),FUNGICIDE,5.985
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,"(2,4-D",HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,"(2,4-D",HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BUTOXYETHYL TRICLOPY = 116004),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CLETHODIM = 121011),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DICHLOBENIL = 27401),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIURON = 35505),HERBICIDE,1.368
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FLUMIOXAZIN = 129034),HERBICIDE,0.343
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(HEXAZINONE = 107201),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ISOXABEN = 125851),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(MESOTRIONE = 122990),HERBICIDE,0.203
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(NORFLURAZON = 105801),HERBICIDE,2.85
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ORYZALIN = 104201),HERBICIDE,4.165
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PARAQUAT = 61601),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(S-METOLACHLOR = 108800),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SETHOXYDIM = 121001),HERBICIDE,0.233
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SIMAZINE = 80807),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SULFENTRAZONE = 129081),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(TEBUTHIURON = 105501),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(TERBACIL = 12701),HERBICIDE,0.788
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ACETAMIPRID = 99050),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BIFENTHRIN = 128825),INSECTICIDE,0.106
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(BT KURSTAKI EG7841 = 6453),INSECTICIDE,(NA)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(CARBARYL = 56801),INSECTICIDE,4.444
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(DIAZINON = 57801),INSECTICIDE,0.861
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ESFENVALERATE = 109303),INSECTICIDE,0.051
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(FENPROPATHRIN = 127901),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(IMIDACLOPRID = 129099),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(INDOXACARB = 67710),INSECTICIDE,0.116
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(MALATHION = 57701),INSECTICIDE,2.781
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(METHOMYL = 90301),INSECTICIDE,1.419
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(NURANONE = 116501),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PHOSMET = 59201),INSECTICIDE,1.54
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PYRETHRINS = 69001),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(PYRIPROXYFEN = 129032),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SPINETORAM = 110008),INSECTICIDE,0.044
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(SPINETORAM-L = 110009),INSECTICIDE,0.044
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(THIACLOPRID = 14019),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,0.062
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(2-PHENYLETHYL PROPIONATE = 102601),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(EUGENOL = 102701),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GERANIOL = 597501),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR,(GIBBERELLIC ACID = 43801),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR, ,(NITROGEN) FERTILIZER,63
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR, ,(PHOSPHATE) FERTILIZER,62
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR, ,(POTASH) FERTILIZER,63
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN LB / ACRE / YEAR, ,(SULFUR) FERTILIZER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(AZOXYSTROBIN = 128810),FUNGICIDE,1.7
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BASIC COPPER SULFATE = 8101),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BOSCALID = 128008),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CAPTAN = 81301),FUNGICIDE,1.9
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CHLOROTHALONIL = 81901),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FENBUCONAZOLE = 129011),FUNGICIDE,1.4
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FENHEXAMID = 90209),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FOSETYL-AL = 123301),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(METCONAZOLE = 125619),FUNGICIDE,1.8
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MONO-POTASSIUM SALT = 76416),FUNGICIDE,1.2
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(OXYCARBOXIN = 90202),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PYRACLOSTROBIN = 99100),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SULFUR = 77501),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ZIRAM = 34805),FUNGICIDE,2
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,"(2,4-D",HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,"(2,4-D",HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BUTOXYETHYL TRICLOPY = 116004),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CLETHODIM = 121011),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DICHLOBENIL = 27401),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIURON = 35505),HERBICIDE,1.1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FLUMIOXAZIN = 129034),HERBICIDE,1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLUFOSINATE-AMMONIUM = 128850),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GLYPHOSATE POT. SALT = 103613),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(HALOSULFURON-METHYL = 128721),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(HEXAZINONE = 107201),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ISOXABEN = 125851),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MESOTRIONE = 122990),HERBICIDE,1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(NORFLURAZON = 105801),HERBICIDE,1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ORYZALIN = 104201),HERBICIDE,1.1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PARAQUAT = 61601),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(S-METOLACHLOR = 108800),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SETHOXYDIM = 121001),HERBICIDE,1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SIMAZINE = 80807),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SULFENTRAZONE = 129081),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(TEBUTHIURON = 105501),HERBICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(TERBACIL = 12701),HERBICIDE,1.2
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ACETAMIPRID = 99050),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BIFENTHRIN = 128825),INSECTICIDE,1.2
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(BT KURSTAKI EG7841 = 6453),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(CARBARYL = 56801),INSECTICIDE,2.2
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(DIAZINON = 57801),INSECTICIDE,1.7
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ESFENVALERATE = 109303),INSECTICIDE,1.4
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(FENPROPATHRIN = 127901),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(IMIDACLOPRID = 129099),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(INDOXACARB = 67710),INSECTICIDE,1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(MALATHION = 57701),INSECTICIDE,1.3
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(METHOMYL = 90301),INSECTICIDE,1.7
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(NURANONE = 116501),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PHOSMET = 59201),INSECTICIDE,1.7
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PYRETHRINS = 69001),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(PYRIPROXYFEN = 129032),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SPINETORAM = 110008),INSECTICIDE,1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(SPINETORAM-L = 110009),INSECTICIDE,1
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(THIACLOPRID = 14019),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(THIAMETHOXAM = 60109),INSECTICIDE,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(ZETA-CYPERMETHRIN = 129064),INSECTICIDE,1.9
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(2-PHENYLETHYL PROPIONATE = 102601),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(EUGENOL = 102701),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GERANIOL = 597501),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER,(GIBBERELLIC ACID = 43801),OTHER,(D)
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER, ,(NITROGEN) FERTILIZER,2.4
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER, ,(PHOSPHATE) FERTILIZER,2.4
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER, ,(POTASH) FERTILIZER,2.4
2015,NEW JERSEY,BEARING,APPLICATIONS, AVG,MEASURED IN NUMBER, ,(SULFUR) FERTILIZER,(D)
2015,NEW JERSEY,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(AZOXYSTROBIN = 128810),FUNGICIDE,59
2015,NEW JERSEY,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BASIC COPPER SULFATE = 8101),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(BOSCALID = 128008),FUNGICIDE,(D)
2015,NEW JERSEY,BEARING,TREATED, AVG,MEASURED IN PCT OF AREA BEARING,(CALCIUM POLYSULFIDE = 76702),FUNGICIDE,(D)
